"Time","143028A","","143028A","",""
"and","10.00","","140.00","",""
"Date","Rainfall (mm)","","Discharge (Cumecs)","",""
"Date and time","Point","Quality","Point","Quality","Comments"
04:00:00 26/06/2017,        0.00,     83,      0.0036,     10, 
05:00:00 26/06/2017,        0.00,     83,      0.0034,     10, 
06:00:00 26/06/2017,        0.00,     83,      0.0036,     10, 
07:00:00 26/06/2017,        0.00,     83,      0.0036,     10, 
08:00:00 26/06/2017,        0.00,     83,      0.0030,     10, 
09:00:00 26/06/2017,        0.00,     83,      0.0032,     10, 
10:00:00 26/06/2017,        0.00,     83,      0.0032,     10, 
11:00:00 26/06/2017,        0.00,     83,      0.0030,     10, 
12:00:00 26/06/2017,        0.00,     83,      0.0029,     10, 
13:00:00 26/06/2017,        0.00,     83,      0.0029,     10, 
14:00:00 26/06/2017,        0.00,     83,      0.0029,     10, 
15:00:00 26/06/2017,        0.00,     83,      0.0028,     10, 
16:00:00 26/06/2017,        0.00,     83,      0.0028,     10, 
17:00:00 26/06/2017,        0.00,     83,      0.0028,     10, 
18:00:00 26/06/2017,        0.00,     83,      0.0028,     10, 
19:00:00 26/06/2017,        0.00,     83,      0.0028,     10, 
20:00:00 26/06/2017,        0.00,     83,      0.0028,     10, 
21:00:00 26/06/2017,        0.00,     83,      0.0028,     10, 
22:00:00 26/06/2017,        0.00,     83,      0.0028,     10, 
23:00:00 26/06/2017,        0.00,     83,      0.0028,     10, 
00:00:00 27/06/2017,        0.00,     83,      0.0028,     10, 
01:00:00 27/06/2017,        0.00,     83,      0.0028,     10, 
02:00:00 27/06/2017,        0.00,     83,      0.0028,     10, 
03:00:00 27/06/2017,        0.00,     83,      0.0029,     10, 
04:00:00 27/06/2017,        0.00,     83,      0.0029,     10, 
05:00:00 27/06/2017,        0.00,     83,      0.0029,     10, 
06:00:00 27/06/2017,        0.00,     83,      0.0030,     10, 
07:00:00 27/06/2017,        0.00,     83,      0.0029,     10, 
08:00:00 27/06/2017,        0.00,     83,      0.0030,     10, 
09:00:00 27/06/2017,        0.00,     83,      0.0029,     10, 
10:00:00 27/06/2017,        0.00,     83,      0.0029,     10, 
11:00:00 27/06/2017,        0.00,     83,      0.0028,     10, 
12:00:00 27/06/2017,        0.00,     83,      0.0028,     10, 
13:00:00 27/06/2017,        0.00,     83,      0.0028,     10, 
14:00:00 27/06/2017,        0.00,     83,      0.0028,     10, 
15:00:00 27/06/2017,        0.00,     83,      0.0027,     10, 
16:00:00 27/06/2017,        0.00,     83,      0.0028,     10, 
17:00:00 27/06/2017,        0.00,     83,      0.0028,     10, 
18:00:00 27/06/2017,        0.00,     83,      0.0028,     10, 
19:00:00 27/06/2017,        0.00,     83,      0.0028,     10, 
20:00:00 27/06/2017,        0.00,     83,      0.0028,     10, 
21:00:00 27/06/2017,        0.00,     83,      0.0028,     10, 
22:00:00 27/06/2017,        0.00,     83,      0.0028,     10, 
23:00:00 27/06/2017,        0.00,     83,      0.0028,     10, 
00:00:00 28/06/2017,        0.00,     83,      0.0028,     10, 
01:00:00 28/06/2017,        0.00,     83,      0.0028,     10, 
02:00:00 28/06/2017,        0.00,     83,      0.0029,     10, 
03:00:00 28/06/2017,        0.00,     83,      0.0028,     10, 
04:00:00 28/06/2017,        0.00,     83,      0.0029,     10, 
05:00:00 28/06/2017,        0.00,     83,      0.0032,     10, 
06:00:00 28/06/2017,        0.00,     83,      0.0034,     10, 
07:00:00 28/06/2017,        0.00,     83,      0.0034,     10, 
08:00:00 28/06/2017,        0.00,     83,      0.0034,     10, 
09:00:00 28/06/2017,        0.00,     83,      0.0034,     10, 
10:00:00 28/06/2017,        0.00,     83,      0.0034,     10, 
11:00:00 28/06/2017,        0.00,     83,      0.0034,     10, 
12:00:00 28/06/2017,        0.00,     83,      0.0034,     10, 
13:00:00 28/06/2017,        0.00,     83,      0.0036,     10, 
14:00:00 28/06/2017,        0.00,     83,      0.0032,     10, 
15:00:00 28/06/2017,        0.00,     83,      0.0028,     10, 
16:00:00 28/06/2017,        0.00,     83,      0.0028,     10, 
17:00:00 28/06/2017,        0.00,     83,      0.0028,     10, 
18:00:00 28/06/2017,        0.00,     83,      0.0028,     10, 
19:00:00 28/06/2017,        0.00,     83,      0.0028,     10, 
20:00:00 28/06/2017,        0.00,     83,      0.0028,     10, 
21:00:00 28/06/2017,        0.00,     83,      0.0028,     10, 
22:00:00 28/06/2017,        0.00,     83,      0.0028,     10, 
23:00:00 28/06/2017,        0.00,     83,      0.0028,     10, 
00:00:00 29/06/2017,        0.00,     83,      0.0029,     10, 
01:00:00 29/06/2017,        0.00,     83,      0.0029,     10, 
02:00:00 29/06/2017,        0.00,     83,      0.0030,     10, 
03:00:00 29/06/2017,        0.00,     83,      0.0030,     10, 
04:00:00 29/06/2017,        0.00,     83,      0.0032,     10, 
05:00:00 29/06/2017,        0.00,     83,      0.0032,     10, 
06:00:00 29/06/2017,        0.00,     83,      0.0032,     10, 
07:00:00 29/06/2017,        0.00,     83,      0.0032,     10, 
08:00:00 29/06/2017,        0.00,     83,      0.0032,     10, 
09:00:00 29/06/2017,        0.00,     83,      0.0032,     10, 
10:00:00 29/06/2017,        0.00,     83,      0.0030,     10, 
11:00:00 29/06/2017,        0.00,     83,      0.0030,     10, 
12:00:00 29/06/2017,        0.00,     83,      0.0029,     10, 
13:00:00 29/06/2017,        0.00,     83,      0.0029,     10, 
14:00:00 29/06/2017,        0.00,     83,      0.0028,     10, 
15:00:00 29/06/2017,        0.00,     83,      0.0028,     10, 
16:00:00 29/06/2017,        0.00,     83,      0.0028,     10, 
17:00:00 29/06/2017,        0.00,     83,      0.0028,     10, 
18:00:00 29/06/2017,        0.00,     83,      0.0028,     10, 
19:00:00 29/06/2017,        0.00,     83,      0.0028,     10, 
20:00:00 29/06/2017,        0.00,     83,      0.0029,     10, 
21:00:00 29/06/2017,        0.00,     83,      0.0029,     10, 
22:00:00 29/06/2017,        0.00,     83,      0.0030,     10, 
23:00:00 29/06/2017,        0.00,     83,      0.0029,     10, 
00:00:00 30/06/2017,        0.00,     83,      0.0030,     10, 
00:23:00 30/06/2017,        1.00,     83,      0.0030,     10, 
01:00:00 30/06/2017,        0.00,     83,      0.0038,     10, 
01:07:00 30/06/2017,        1.00,     83,      0.0043,     10, 
01:59:00 30/06/2017,        1.00,     83,      0.0246,     10, 
03:00:00 30/06/2017,        0.00,     83,      0.0279,     10, 
04:00:00 30/06/2017,        0.00,     83,      0.0157,     10, 
05:00:00 30/06/2017,        0.00,     83,      0.0265,     10, 
05:28:00 30/06/2017,        1.00,     83,      0.0234,     10, 
06:00:00 30/06/2017,        0.00,     83,      0.0188,     10, 
07:00:00 30/06/2017,        0.00,     83,      0.0178,     10, 
08:00:00 30/06/2017,        0.00,     83,      0.0210,     10, 
09:00:00 30/06/2017,        0.00,     83,      0.0205,     10, 
10:00:00 30/06/2017,        0.00,     83,      0.0178,     10, 
11:00:00 30/06/2017,        0.00,     83,      0.0162,     10, 
12:00:00 30/06/2017,        0.00,     83,      0.0148,     10, 
13:00:00 30/06/2017,        0.00,     83,      0.0139,     10, 
14:00:00 30/06/2017,        0.00,     83,      0.0130,     10, 
15:00:00 30/06/2017,        0.00,     83,      0.0121,     10, 
16:00:00 30/06/2017,        0.00,     83,      0.0113,     10, 
17:00:00 30/06/2017,        0.00,     83,      0.0105,     10, 
18:00:00 30/06/2017,        0.00,     83,      0.0097,     10, 
19:00:00 30/06/2017,        0.00,     83,      0.0090,     10, 
20:00:00 30/06/2017,        0.00,     83,      0.0087,     10, 
21:00:00 30/06/2017,        0.00,     83,      0.0080,     10, 
22:00:00 30/06/2017,        0.00,     83,      0.0076,     10, 
23:00:00 30/06/2017,        0.00,     83,      0.0073,     10, 
00:00:00 01/07/2017,        0.00,     83,      0.0070,     10, 
01:00:00 01/07/2017,        0.00,     83,      0.0067,     10, 
02:00:00 01/07/2017,        0.00,     83,      0.0067,     10, 
03:00:00 01/07/2017,        0.00,     83,      0.0067,     10, 
04:00:00 01/07/2017,        0.00,     83,      0.0067,     10, 
05:00:00 01/07/2017,        0.00,     83,      0.0061,     10, 
06:00:00 01/07/2017,        0.00,     83,      0.0056,     10, 
07:00:00 01/07/2017,        0.00,     83,      0.0058,     10, 
08:00:00 01/07/2017,        0.00,     83,      0.0056,     10, 
09:00:00 01/07/2017,        0.00,     83,      0.0058,     10, 
10:00:00 01/07/2017,        0.00,     83,      0.0053,     10, 
11:00:00 01/07/2017,        0.00,     83,      0.0050,     10, 
12:00:00 01/07/2017,        0.00,     83,      0.0048,     10, 
13:00:00 01/07/2017,        0.00,     83,      0.0045,     10, 
14:00:00 01/07/2017,        0.00,     83,      0.0043,     10, 
15:00:00 01/07/2017,        0.00,     83,      0.0038,     10, 
16:00:00 01/07/2017,        0.00,     83,      0.0038,     10, 
17:00:00 01/07/2017,        0.00,     83,      0.0036,     10, 
18:00:00 01/07/2017,        0.00,     83,      0.0034,     10, 
19:00:00 01/07/2017,        0.00,     83,      0.0034,     10, 
20:00:00 01/07/2017,        0.00,     83,      0.0034,     10, 
21:00:00 01/07/2017,        0.00,     83,      0.0034,     10, 
22:00:00 01/07/2017,        0.00,     83,      0.0034,     10, 
23:00:00 01/07/2017,        0.00,     83,      0.0034,     10, 
00:00:00 02/07/2017,        0.00,     83,      0.0036,     10, 
01:00:00 02/07/2017,        0.00,     83,      0.0034,     10, 
02:00:00 02/07/2017,        0.00,     83,      0.0034,     10, 
03:00:00 02/07/2017,        0.00,     83,      0.0030,     10, 
04:00:00 02/07/2017,        0.00,     83,      0.0032,     10, 
05:00:00 02/07/2017,        0.00,     83,      0.0032,     10, 
06:00:00 02/07/2017,        0.00,     83,      0.0030,     10, 
07:00:00 02/07/2017,        0.00,     83,      0.0029,     10, 
08:00:00 02/07/2017,        0.00,     83,      0.0034,     10, 
09:00:00 02/07/2017,        0.00,     83,      0.0032,     10, 
10:00:00 02/07/2017,        0.00,     83,      0.0032,     10, 
11:00:00 02/07/2017,        0.00,     83,      0.0030,     10, 
12:00:00 02/07/2017,        0.00,     83,      0.0029,     10, 
13:00:00 02/07/2017,        0.00,     83,      0.0029,     10, 
14:00:00 02/07/2017,        0.00,     83,      0.0028,     10, 
15:00:00 02/07/2017,        0.00,     83,      0.0028,     10, 
16:00:00 02/07/2017,        0.00,     83,      0.0028,     10, 
17:00:00 02/07/2017,        0.00,     83,      0.0028,     10, 
18:00:00 02/07/2017,        0.00,     83,      0.0029,     10, 
19:00:00 02/07/2017,        0.00,     83,      0.0029,     10, 
20:00:00 02/07/2017,        0.00,     83,      0.0032,     10, 
21:00:00 02/07/2017,        0.00,     83,      0.0032,     10, 
22:00:00 02/07/2017,        0.00,     83,      0.0032,     10, 
23:00:00 02/07/2017,        0.00,     83,      0.0032,     10, 
00:00:00 03/07/2017,        0.00,     83,      0.0028,     10, 
01:00:00 03/07/2017,        0.00,     83,      0.0028,     10, 
02:00:00 03/07/2017,        0.00,     83,      0.0028,     10, 
03:00:00 03/07/2017,        0.00,     83,      0.0028,     10, 
04:00:00 03/07/2017,        0.00,     83,      0.0028,     10, 
05:00:00 03/07/2017,        0.00,     83,      0.0028,     10, 
06:00:00 03/07/2017,        0.00,     83,      0.0027,     10, 
07:00:00 03/07/2017,        0.00,     83,      0.0027,     10, 
08:00:00 03/07/2017,        0.00,     83,      0.0029,     10, 
09:00:00 03/07/2017,        0.00,     83,      0.0028,     10, 
10:00:00 03/07/2017,        0.00,     83,      0.0029,     10, 
11:00:00 03/07/2017,        0.00,     83,      0.0029,     10, 
12:00:00 03/07/2017,        0.00,     83,      0.0029,     10, 
13:00:00 03/07/2017,        0.00,     83,      0.0028,     10, 
14:00:00 03/07/2017,        0.00,     83,      0.0028,     10, 
15:00:00 03/07/2017,        0.00,     83,      0.0027,     10, 
16:00:00 03/07/2017,        0.00,     83,      0.0027,     10, 
17:00:00 03/07/2017,        0.00,     83,      0.0027,     10, 
18:00:00 03/07/2017,        0.00,     83,      0.0027,     10, 
19:00:00 03/07/2017,        0.00,     83,      0.0027,     10, 
20:00:00 03/07/2017,        0.00,     83,      0.0027,     10, 
21:00:00 03/07/2017,        0.00,     83,      0.0027,     10, 
22:00:00 03/07/2017,        0.00,     83,      0.0026,     10, 
23:00:00 03/07/2017,        0.00,     83,      0.0026,     10, 
00:00:00 04/07/2017,        0.00,     83,      0.0026,     10, 
01:00:00 04/07/2017,        0.00,     83,      0.0026,     10, 
02:00:00 04/07/2017,        0.00,     83,      0.0026,     10, 
03:00:00 04/07/2017,        0.00,     83,      0.0026,     10, 
04:00:00 04/07/2017,        0.00,     83,      0.0026,     10, 
05:00:00 04/07/2017,        0.00,     83,      0.0026,     10, 
06:00:00 04/07/2017,        0.00,     83,      0.0026,     10, 
07:00:00 04/07/2017,        0.00,     83,      0.0027,     10, 
08:00:00 04/07/2017,        0.00,     83,      0.0026,     10, 
09:00:00 04/07/2017,        0.00,     83,      0.0027,     10, 
10:00:00 04/07/2017,        0.00,     83,      0.0027,     10, 
11:00:00 04/07/2017,        0.00,     83,      0.0027,     10, 
12:00:00 04/07/2017,        0.00,     83,      0.0026,     10, 
13:00:00 04/07/2017,        0.00,     83,      0.0026,     10, 
14:00:00 04/07/2017,        0.00,     83,      0.0025,     10, 
15:00:00 04/07/2017,        0.00,     83,      0.0025,     10, 
16:00:00 04/07/2017,        0.00,     83,      0.0025,     10, 
17:00:00 04/07/2017,        0.00,     83,      0.0025,     10, 
18:00:00 04/07/2017,        0.00,     83,      0.0025,     10, 
19:00:00 04/07/2017,        0.00,     83,      0.0025,     10, 
20:00:00 04/07/2017,        0.00,     83,      0.0025,     10, 
21:00:00 04/07/2017,        0.00,     83,      0.0025,     10, 
22:00:00 04/07/2017,        0.00,     83,      0.0025,     10, 
23:00:00 04/07/2017,        0.00,     83,      0.0025,     10, 
00:00:00 05/07/2017,        0.00,     83,      0.0025,     10, 
01:00:00 05/07/2017,        0.00,     83,      0.0025,     10, 
02:00:00 05/07/2017,        0.00,     83,      0.0025,     10, 
03:00:00 05/07/2017,        0.00,     83,      0.0026,     10, 
04:00:00 05/07/2017,        0.00,     83,      0.0026,     10, 
05:00:00 05/07/2017,        0.00,     83,      0.0027,     10, 
06:00:00 05/07/2017,        0.00,     83,      0.0026,     10, 
07:00:00 05/07/2017,        0.00,     83,      0.0026,     10, 
08:00:00 05/07/2017,        0.00,     83,      0.0027,     10, 
09:00:00 05/07/2017,        0.00,     83,      0.0027,     10, 
10:00:00 05/07/2017,        0.00,     83,      0.0027,     10, 
11:00:00 05/07/2017,        0.00,     83,      0.0028,     10, 
12:00:00 05/07/2017,        0.00,     83,      0.0026,     10, 
13:00:00 05/07/2017,        0.00,     83,      0.0026,     10, 
14:00:00 05/07/2017,        0.00,     83,      0.0025,     10, 
15:00:00 05/07/2017,        0.00,     83,      0.0025,     10, 
16:00:00 05/07/2017,        0.00,     83,      0.0025,     10, 
17:00:00 05/07/2017,        0.00,     83,      0.0025,     10, 
17:07:00 05/07/2017,        1.00,     83,      0.0025,     10, 
17:11:00 05/07/2017,        1.00,     83,      0.0025,     10, 
17:20:00 05/07/2017,        1.00,     83,      0.0067,     10, 
17:40:00 05/07/2017,        0.00,     83,      0.1004,     10, 
18:00:00 05/07/2017,        0.00,     83,      0.0684,     10, 
19:00:00 05/07/2017,        0.00,     83,      0.0199,     10, 
20:00:00 05/07/2017,        0.00,     83,      0.0130,     10, 
21:00:00 05/07/2017,        0.00,     83,      0.0183,     10, 
22:00:00 05/07/2017,        0.00,     83,      0.0183,     10, 
23:00:00 05/07/2017,        0.00,     83,      0.0157,     10, 
00:00:00 06/07/2017,        0.00,     83,      0.0188,     10, 
01:00:00 06/07/2017,        0.00,     83,      0.0216,     10, 
02:00:00 06/07/2017,        0.00,     83,      0.0210,     10, 
03:00:00 06/07/2017,        0.00,     83,      0.0205,     10, 
04:00:00 06/07/2017,        0.00,     83,      0.0188,     10, 
05:00:00 06/07/2017,        0.00,     83,      0.0183,     10, 
06:00:00 06/07/2017,        0.00,     83,      0.0162,     10, 
07:00:00 06/07/2017,        0.00,     83,      0.0148,     10, 
08:00:00 06/07/2017,        0.00,     83,      0.0143,     10, 
09:00:00 06/07/2017,        0.00,     83,      0.0134,     10, 
10:00:00 06/07/2017,        0.00,     83,      0.0125,     10, 
11:00:00 06/07/2017,        0.00,     83,      0.0094,     10, 
11:36:30 06/07/2017,        0.00,     83,      0.0094,     10, 
13:12:30 06/07/2017,        0.00,     83,      0.0087,     10, 
14:00:00 06/07/2017,        0.00,     83,      0.0083,     10, 
15:00:00 06/07/2017,        0.00,     83,      0.0080,     10, 
16:00:00 06/07/2017,        0.00,     83,      0.0076,     10, 
17:00:00 06/07/2017,        0.00,     83,      0.0070,     10, 
18:00:00 06/07/2017,        0.00,     83,      0.0067,     10, 
19:00:00 06/07/2017,        0.00,     83,      0.0064,     10, 
20:00:00 06/07/2017,        0.00,     83,      0.0064,     10, 
21:00:00 06/07/2017,        0.00,     83,      0.0061,     10, 
22:00:00 06/07/2017,        0.00,     83,      0.0058,     10, 
23:00:00 06/07/2017,        0.00,     83,      0.0056,     10, 
00:00:00 07/07/2017,        0.00,     83,      0.0053,     10, 
01:00:00 07/07/2017,        0.00,     83,      0.0053,     10, 
02:00:00 07/07/2017,        0.00,     83,      0.0050,     10, 
03:00:00 07/07/2017,        0.00,     83,      0.0048,     10, 
04:00:00 07/07/2017,        0.00,     83,      0.0048,     10, 
05:00:00 07/07/2017,        0.00,     83,      0.0045,     10, 
06:00:00 07/07/2017,        0.00,     83,      0.0045,     10, 
07:00:00 07/07/2017,        0.00,     83,      0.0045,     10, 
07:22:00 07/07/2017,        1.00,     83,"","", 
07:28:00 07/07/2017,        1.00,     83,"","", 
07:35:00 07/07/2017,        1.00,     83,"","", 
07:50:00 07/07/2017,        1.00,     83,"","", 
08:00:00 07/07/2017,        0.00,     83,      0.0662,     10, 
09:00:00 07/07/2017,        0.00,     83,      0.0422,     10, 
09:58:00 07/07/2017,        1.00,     83,"","", 
10:00:00 07/07/2017,        0.00,     83,      0.0350,     10, 
10:13:00 07/07/2017,        1.00,     83,"","", 
10:22:00 07/07/2017,        1.00,     83,"","", 
10:30:00 07/07/2017,        0.00,     83,"","", 
11:00:00 07/07/2017,        0.00,     83,      0.1935,     10, 
11:59:00 07/07/2017,        1.00,     83,"","", 
12:39:00 07/07/2017,        1.00,     83,"","", 
13:00:00 07/07/2017,        0.00,     83,      0.1955,     10, 
14:00:00 07/07/2017,        0.00,     83,      0.1378,     10, 
15:00:00 07/07/2017,        0.00,     83,      0.0964,     10, 
16:00:00 07/07/2017,        0.00,     83,      0.0787,     10, 
17:00:00 07/07/2017,        0.00,     83,      0.0662,     10, 
18:00:00 07/07/2017,        0.00,     83,      0.0539,     10, 
19:00:00 07/07/2017,        0.00,     83,      0.0456,     10, 
20:00:00 07/07/2017,        0.00,     83,      0.0397,     10, 
21:00:00 07/07/2017,        0.00,     83,      0.0342,     10, 
22:00:00 07/07/2017,        0.00,     83,      0.0306,     10, 
23:00:00 07/07/2017,        0.00,     83,      0.0279,     10, 
00:00:00 08/07/2017,        0.00,     83,      0.0253,     10, 
01:00:00 08/07/2017,        0.00,     83,      0.0228,     10, 
02:00:00 08/07/2017,        0.00,     83,      0.0210,     10, 
03:00:00 08/07/2017,        0.00,     83,      0.0199,     10, 
04:00:00 08/07/2017,        0.00,     83,      0.0183,     10, 
05:00:00 08/07/2017,        0.00,     83,      0.0172,     10, 
06:00:00 08/07/2017,        0.00,     83,      0.0162,     10, 
07:00:00 08/07/2017,        0.00,     83,      0.0153,     10, 
08:00:00 08/07/2017,        0.00,     83,      0.0148,     10, 
09:00:00 08/07/2017,        0.00,     83,      0.0143,     10, 
10:00:00 08/07/2017,        0.00,     83,      0.0139,     10, 
11:00:00 08/07/2017,        0.00,     83,      0.0130,     10, 
12:00:00 08/07/2017,        0.00,     83,      0.0125,     10, 
13:00:00 08/07/2017,        0.00,     83,      0.0117,     10, 
14:00:00 08/07/2017,        0.00,     83,      0.0113,     10, 
15:00:00 08/07/2017,        0.00,     83,      0.0105,     10, 
16:00:00 08/07/2017,        0.00,     83,      0.0101,     10, 
17:00:00 08/07/2017,        0.00,     83,      0.0097,     10, 
18:00:00 08/07/2017,        0.00,     83,      0.0094,     10, 
19:00:00 08/07/2017,        0.00,     83,      0.0090,     10, 
20:00:00 08/07/2017,        0.00,     83,      0.0094,     10, 
21:00:00 08/07/2017,        0.00,     83,      0.0090,     10, 
22:00:00 08/07/2017,        0.00,     83,      0.0087,     10, 
23:00:00 08/07/2017,        0.00,     83,      0.0083,     10, 
00:00:00 09/07/2017,        0.00,     83,      0.0080,     10, 
01:00:00 09/07/2017,        0.00,     83,      0.0080,     10, 
02:00:00 09/07/2017,        0.00,     83,      0.0076,     10, 
03:00:00 09/07/2017,        0.00,     83,      0.0076,     10, 
04:00:00 09/07/2017,        0.00,     83,      0.0073,     10, 
05:00:00 09/07/2017,        0.00,     83,      0.0073,     10, 
06:00:00 09/07/2017,        0.00,     83,      0.0070,     10, 
07:00:00 09/07/2017,        0.00,     83,      0.0070,     10, 
08:00:00 09/07/2017,        0.00,     83,      0.0070,     10, 
09:00:00 09/07/2017,        0.00,     83,      0.0067,     10, 
10:00:00 09/07/2017,        0.00,     83,      0.0067,     10, 
11:00:00 09/07/2017,        0.00,     83,      0.0067,     10, 
12:00:00 09/07/2017,        0.00,     83,      0.0067,     10, 
13:00:00 09/07/2017,        0.00,     83,      0.0067,     10, 
14:00:00 09/07/2017,        0.00,     83,      0.0067,     10, 
15:00:00 09/07/2017,        0.00,     83,      0.0064,     10, 
16:00:00 09/07/2017,        0.00,     83,      0.0064,     10, 
17:00:00 09/07/2017,        0.00,     83,      0.0064,     10, 
18:00:00 09/07/2017,        0.00,     83,      0.0064,     10, 
19:00:00 09/07/2017,        0.00,     83,      0.0064,     10, 
20:00:00 09/07/2017,        0.00,     83,      0.0067,     10, 
21:00:00 09/07/2017,        0.00,     83,      0.0067,     10, 
22:00:00 09/07/2017,        0.00,     83,      0.0064,     10, 
23:00:00 09/07/2017,        0.00,     83,      0.0064,     10, 
00:00:00 10/07/2017,        0.00,     83,      0.0064,     10, 
01:00:00 10/07/2017,        0.00,     83,      0.0061,     10, 
02:00:00 10/07/2017,        0.00,     83,      0.0061,     10, 
03:00:00 10/07/2017,        0.00,     83,      0.0061,     10, 
04:00:00 10/07/2017,        0.00,     83,      0.0061,     10, 
05:00:00 10/07/2017,        0.00,     83,      0.0058,     10, 
06:00:00 10/07/2017,        0.00,     83,      0.0058,     10, 
07:00:00 10/07/2017,        0.00,     83,      0.0058,     10, 
08:00:00 10/07/2017,        0.00,     83,      0.0058,     10, 
09:00:00 10/07/2017,        0.00,     83,      0.0058,     10, 
10:00:00 10/07/2017,        0.00,     83,      0.0056,     10, 
11:00:00 10/07/2017,        0.00,     83,      0.0056,     10, 
12:00:00 10/07/2017,        0.00,     83,      0.0056,     10, 
13:00:00 10/07/2017,        0.00,     83,      0.0056,     10, 
13:27:20 10/07/2017,        0.00,     83,      0.0056,     10, 
14:09:40 10/07/2017,        0.00,     83,      0.0050,     10, 
15:00:00 10/07/2017,        0.00,     83,      0.0048,     10, 
16:00:00 10/07/2017,        0.00,     83,      0.0048,     10, 
17:00:00 10/07/2017,        0.00,     83,      0.0048,     10, 
18:00:00 10/07/2017,        0.00,     83,      0.0048,     10, 
19:00:00 10/07/2017,        0.00,     83,      0.0048,     10, 
20:00:00 10/07/2017,        0.00,     83,      0.0045,     10, 
21:00:00 10/07/2017,        0.00,     83,      0.0045,     10, 
22:00:00 10/07/2017,        0.00,     83,      0.0045,     10, 
23:00:00 10/07/2017,        0.00,     83,      0.0045,     10, 
00:00:00 11/07/2017,        0.00,     83,      0.0045,     10, 
01:00:00 11/07/2017,        0.00,     83,      0.0045,     10, 
01:07:00 11/07/2017,        1.00,     83,"","", 
02:00:00 11/07/2017,        0.00,     83,      0.0045,     10, 
03:00:00 11/07/2017,        0.00,     83,      0.0045,     10, 
04:00:00 11/07/2017,        0.00,     83,      0.0045,     10, 
05:00:00 11/07/2017,        0.00,     83,      0.0048,     10, 
06:00:00 11/07/2017,        0.00,     83,      0.0050,     10, 
07:00:00 11/07/2017,        0.00,     83,      0.0050,     10, 
08:00:00 11/07/2017,        0.00,     83,      0.0050,     10, 
09:00:00 11/07/2017,        0.00,     83,      0.0050,     10, 
10:00:00 11/07/2017,        0.00,     83,      0.0048,     10, 
11:00:00 11/07/2017,        0.00,     83,      0.0048,     10, 
12:00:00 11/07/2017,        0.00,     83,      0.0048,     10, 
13:00:00 11/07/2017,        0.00,     83,      0.0043,     10, 
14:00:00 11/07/2017,        0.00,     83,      0.0043,     10, 
15:00:00 11/07/2017,        0.00,     83,      0.0043,     10, 
16:00:00 11/07/2017,        0.00,     83,      0.0041,     10, 
17:00:00 11/07/2017,        0.00,     83,      0.0041,     10, 
18:00:00 11/07/2017,        0.00,     83,      0.0041,     10, 
19:00:00 11/07/2017,        0.00,     83,      0.0041,     10, 
20:00:00 11/07/2017,        0.00,     83,      0.0041,     10, 
21:00:00 11/07/2017,        0.00,     83,      0.0041,     10, 
22:00:00 11/07/2017,        0.00,     83,      0.0041,     10, 
23:00:00 11/07/2017,        0.00,     83,      0.0038,     10, 
00:00:00 12/07/2017,        0.00,     83,      0.0038,     10, 
01:00:00 12/07/2017,        0.00,     83,      0.0038,     10, 
02:00:00 12/07/2017,        0.00,     83,      0.0038,     10, 
03:00:00 12/07/2017,        0.00,     83,      0.0038,     10, 
04:00:00 12/07/2017,        0.00,     83,      0.0041,     10, 
05:00:00 12/07/2017,        0.00,     83,      0.0043,     10, 
06:00:00 12/07/2017,        0.00,     83,      0.0043,     10, 
07:00:00 12/07/2017,        0.00,     83,      0.0041,     10, 
08:00:00 12/07/2017,        0.00,     83,      0.0041,     10, 
09:00:00 12/07/2017,        0.00,     83,      0.0038,     10, 
10:00:00 12/07/2017,        0.00,     83,      0.0038,     10, 
11:00:00 12/07/2017,        0.00,     83,      0.0038,     10, 
12:00:00 12/07/2017,        0.00,     83,      0.0038,     10, 
13:00:00 12/07/2017,        0.00,     83,      0.0038,     10, 
14:00:00 12/07/2017,        0.00,     83,      0.0038,     10, 
15:00:00 12/07/2017,        0.00,     83,      0.0038,     10, 
16:00:00 12/07/2017,        0.00,     83,      0.0038,     10, 
17:00:00 12/07/2017,        0.00,     83,      0.0038,     10, 
18:00:00 12/07/2017,        0.00,     83,      0.0036,     10, 
19:00:00 12/07/2017,        0.00,     83,      0.0034,     10, 
20:00:00 12/07/2017,        0.00,     83,      0.0034,     10, 
21:00:00 12/07/2017,        0.00,     83,      0.0034,     10, 
22:00:00 12/07/2017,        0.00,     83,      0.0034,     10, 
23:00:00 12/07/2017,        0.00,     83,      0.0034,     10, 
00:00:00 13/07/2017,        0.00,     83,      0.0034,     10, 
01:00:00 13/07/2017,        0.00,     83,      0.0034,     10, 
02:00:00 13/07/2017,        0.00,     83,      0.0034,     10, 
03:00:00 13/07/2017,        0.00,     83,      0.0034,     10, 
04:00:00 13/07/2017,        0.00,     83,      0.0034,     10, 
05:00:00 13/07/2017,        0.00,     83,      0.0034,     10, 
06:00:00 13/07/2017,        0.00,     83,      0.0034,     10, 
07:00:00 13/07/2017,        0.00,     83,      0.0034,     10, 
08:00:00 13/07/2017,        0.00,     83,      0.0034,     10, 
09:00:00 13/07/2017,        0.00,     83,      0.0034,     10, 
10:00:00 13/07/2017,        0.00,     83,      0.0034,     10, 
11:00:00 13/07/2017,        0.00,     83,      0.0034,     10, 
12:00:00 13/07/2017,        0.00,     83,      0.0036,     10, 
13:00:00 13/07/2017,        0.00,     83,      0.0036,     10, 
