"Time","143028A","","143028A","",""
"and","10.00","","140.00","",""
"Date","Rainfall (mm)","","Discharge (Cumecs)","",""
"Date and time","Point","Quality","Point","Quality","Comments"
21:00:00 10/11/2017,        0.00,     83,      0.0061,     10, 
22:00:00 10/11/2017,        0.00,     83,      0.0050,     10, 
22:53:00 10/11/2017,        1.00,     83,"","", 
23:00:00 10/11/2017,        0.00,     83,      0.0041,     10, 
00:00:00 11/11/2017,        0.00,     83,      0.0036,     10, 
01:00:00 11/11/2017,        0.00,     83,      0.0045,     10, 
02:00:00 11/11/2017,        0.00,     83,      0.0053,     10, 
03:00:00 11/11/2017,        0.00,     83,      0.0053,     10, 
04:00:00 11/11/2017,        0.00,     83,      0.0045,     10, 
05:00:00 11/11/2017,        0.00,     83,      0.0041,     10, 
06:00:00 11/11/2017,        0.00,     83,      0.0038,     10, 
07:00:00 11/11/2017,        0.00,     83,      0.0036,     10, 
08:00:00 11/11/2017,        0.00,     83,      0.0034,     10, 
09:00:00 11/11/2017,        0.00,     83,      0.0032,     10, 
10:00:00 11/11/2017,        0.00,     83,      0.0032,     10, 
11:00:00 11/11/2017,        0.00,     83,      0.0030,     10, 
12:00:00 11/11/2017,        0.00,     83,      0.0030,     10, 
13:00:00 11/11/2017,        0.00,     83,      0.0029,     10, 
14:00:00 11/11/2017,        0.00,     83,      0.0029,     10, 
15:00:00 11/11/2017,        0.00,     83,      0.0029,     10, 
16:00:00 11/11/2017,        0.00,     83,      0.0028,     10, 
17:00:00 11/11/2017,        0.00,     83,      0.0028,     10, 
18:00:00 11/11/2017,        0.00,     83,      0.0028,     10, 
19:00:00 11/11/2017,        0.00,     83,      0.0028,     10, 
20:00:00 11/11/2017,        0.00,     83,      0.0027,     10, 
20:51:00 11/11/2017,        1.00,     83,"","", 
21:00:00 11/11/2017,        0.00,     83,      0.0027,     10, 
22:00:00 11/11/2017,        0.00,     83,      0.0038,     10, 
23:00:00 11/11/2017,        0.00,     83,      0.0076,     10, 
00:00:00 12/11/2017,        0.00,     83,      0.0073,     10, 
01:00:00 12/11/2017,        0.00,     83,      0.0058,     10, 
02:00:00 12/11/2017,        0.00,     83,      0.0048,     10, 
03:00:00 12/11/2017,        0.00,     83,      0.0041,     10, 
04:00:00 12/11/2017,        0.00,     83,      0.0036,     10, 
05:00:00 12/11/2017,        0.00,     83,      0.0036,     10, 
06:00:00 12/11/2017,        0.00,     83,      0.0036,     10, 
07:00:00 12/11/2017,        0.00,     83,      0.0036,     10, 
08:00:00 12/11/2017,        0.00,     83,      0.0036,     10, 
09:00:00 12/11/2017,        0.00,     83,      0.0032,     10, 
10:00:00 12/11/2017,        0.00,     83,      0.0032,     10, 
11:00:00 12/11/2017,        0.00,     83,      0.0030,     10, 
12:00:00 12/11/2017,        0.00,     83,      0.0029,     10, 
13:00:00 12/11/2017,        0.00,     83,      0.0028,     10, 
14:00:00 12/11/2017,        0.00,     83,      0.0028,     10, 
15:00:00 12/11/2017,        0.00,     83,      0.0028,     10, 
16:00:00 12/11/2017,        0.00,     83,      0.0028,     10, 
17:00:00 12/11/2017,        0.00,     83,      0.0027,     10, 
18:00:00 12/11/2017,        0.00,     83,      0.0027,     10, 
19:00:00 12/11/2017,        0.00,     83,      0.0027,     10, 
20:00:00 12/11/2017,        0.00,     83,      0.0027,     10, 
21:00:00 12/11/2017,        0.00,     83,      0.0027,     10, 
22:00:00 12/11/2017,        0.00,     83,      0.0027,     10, 
23:00:00 12/11/2017,        0.00,     83,      0.0027,     10, 
00:00:00 13/11/2017,        0.00,     83,      0.0026,     10, 
01:00:00 13/11/2017,        0.00,     83,      0.0026,     10, 
02:00:00 13/11/2017,        0.00,     83,      0.0026,     10, 
03:00:00 13/11/2017,        0.00,     83,      0.0025,     10, 
04:00:00 13/11/2017,        0.00,     83,      0.0025,     10, 
05:00:00 13/11/2017,        0.00,     83,      0.0025,     10, 
06:00:00 13/11/2017,        0.00,     83,      0.0025,     10, 
07:00:00 13/11/2017,        0.00,     83,      0.0025,     10, 
08:00:00 13/11/2017,        0.00,     83,      0.0025,     10, 
09:00:00 13/11/2017,        0.00,     83,      0.0025,     10, 
10:00:00 13/11/2017,        0.00,     83,      0.0023,     10, 
11:00:00 13/11/2017,        0.00,     83,      0.0022,     10, 
12:00:00 13/11/2017,        0.00,     83,      0.0022,     10, 
13:00:00 13/11/2017,        0.00,     83,      0.0023,     10, 
14:00:00 13/11/2017,        0.00,     83,      0.0023,     10, 
15:00:00 13/11/2017,        0.00,     83,      0.0023,     10, 
16:00:00 13/11/2017,        0.00,     83,      0.0023,     10, 
17:00:00 13/11/2017,        0.00,     83,      0.0022,     10, 
18:00:00 13/11/2017,        0.00,     83,      0.0022,     10, 
19:00:00 13/11/2017,        0.00,     83,      0.0022,     10, 
20:00:00 13/11/2017,        0.00,     83,      0.0022,     10, 
21:00:00 13/11/2017,        0.00,     83,      0.0022,     10, 
22:00:00 13/11/2017,        0.00,     83,      0.0022,     10, 
23:00:00 13/11/2017,        0.00,     83,      0.0022,     10, 
00:00:00 14/11/2017,        0.00,     83,      0.0022,     10, 
01:00:00 14/11/2017,        0.00,     83,      0.0022,     10, 
02:00:00 14/11/2017,        0.00,     83,      0.0022,     10, 
03:00:00 14/11/2017,        0.00,     83,      0.0021,     10, 
04:00:00 14/11/2017,        0.00,     83,      0.0020,     10, 
05:00:00 14/11/2017,        0.00,     83,      0.0019,     10, 
06:00:00 14/11/2017,        0.00,     83,      0.0020,     10, 
07:00:00 14/11/2017,        0.00,     83,      0.0020,     10, 
08:00:00 14/11/2017,        0.00,     83,      0.0020,     10, 
09:00:00 14/11/2017,        0.00,     83,      0.0020,     10, 
10:00:00 14/11/2017,        0.00,     83,      0.0020,     10, 
11:00:00 14/11/2017,        0.00,     83,      0.0020,     10, 
12:00:00 14/11/2017,        0.00,     83,      0.0020,     10, 
13:00:00 14/11/2017,        0.00,     83,      0.0020,     10, 
14:00:00 14/11/2017,        0.00,     83,      0.0020,     10, 
15:00:00 14/11/2017,        0.00,     83,      0.0020,     10, 
16:00:00 14/11/2017,        0.00,     83,      0.0020,     10, 
17:00:00 14/11/2017,        0.00,     83,      0.0019,     10, 
18:00:00 14/11/2017,        0.00,     83,      0.0016,     10, 
19:00:00 14/11/2017,        0.00,     83,      0.0015,     10, 
20:00:00 14/11/2017,        0.00,     83,      0.0015,     10, 
21:00:00 14/11/2017,        0.00,     83,      0.0015,     10, 
22:00:00 14/11/2017,        0.00,     83,      0.0015,     10, 
23:00:00 14/11/2017,        0.00,     83,      0.0015,     10, 
00:00:00 15/11/2017,        0.00,     83,      0.0015,     10, 
01:00:00 15/11/2017,        0.00,     83,      0.0015,     10, 
02:00:00 15/11/2017,        0.00,     83,      0.0015,     10, 
03:00:00 15/11/2017,        0.00,     83,      0.0015,     10, 
04:00:00 15/11/2017,        0.00,     83,      0.0015,     10, 
05:00:00 15/11/2017,        0.00,     83,      0.0015,     10, 
06:00:00 15/11/2017,        0.00,     83,      0.0015,     10, 
07:00:00 15/11/2017,        0.00,     83,      0.0015,     10, 
08:00:00 15/11/2017,        0.00,     83,      0.0014,     10, 
09:00:00 15/11/2017,        0.00,     83,      0.0014,     10, 
10:00:00 15/11/2017,        0.00,     83,      0.0014,     10, 
11:00:00 15/11/2017,        0.00,     83,      0.0014,     10, 
12:00:00 15/11/2017,        0.00,     83,      0.0014,     10, 
13:00:00 15/11/2017,        0.00,     83,      0.0013,     10, 
14:00:00 15/11/2017,        0.00,     83,      0.0013,     10, 
15:00:00 15/11/2017,        0.00,     83,      0.0012,     10, 
16:00:00 15/11/2017,        0.00,     83,      0.0012,     10, 
17:00:00 15/11/2017,        0.00,     83,      0.0012,     10, 
18:00:00 15/11/2017,        0.00,     83,      0.0012,     10, 
19:00:00 15/11/2017,        0.00,     83,      0.0012,     10, 
20:00:00 15/11/2017,        0.00,     83,      0.0012,     10, 
21:00:00 15/11/2017,        0.00,     83,      0.0012,     10, 
22:00:00 15/11/2017,        0.00,     83,      0.0012,     10, 
23:00:00 15/11/2017,        0.00,     83,      0.0013,     10, 
00:00:00 16/11/2017,        0.00,     83,      0.0013,     10, 
01:00:00 16/11/2017,        0.00,     83,      0.0013,     10, 
02:00:00 16/11/2017,        0.00,     83,      0.0013,     10, 
03:00:00 16/11/2017,        0.00,     83,      0.0013,     10, 
04:00:00 16/11/2017,        0.00,     83,      0.0013,     10, 
05:00:00 16/11/2017,        0.00,     83,      0.0013,     10, 
06:00:00 16/11/2017,        0.00,     83,      0.0013,     10, 
07:00:00 16/11/2017,        0.00,     83,      0.0013,     10, 
08:00:00 16/11/2017,        0.00,     83,      0.0012,     10, 
09:00:00 16/11/2017,        0.00,     83,      0.0012,     10, 
10:00:00 16/11/2017,        0.00,     83,      0.0011,     10, 
11:00:00 16/11/2017,        0.00,     83,      0.0011,     10, 
12:00:00 16/11/2017,        0.00,     83,      0.0011,     10, 
13:00:00 16/11/2017,        0.00,     83,      0.0010,     10, 
14:00:00 16/11/2017,        0.00,     83,      0.0010,     10, 
15:00:00 16/11/2017,        0.00,     83,      0.0010,     10, 
16:00:00 16/11/2017,        0.00,     83,      0.0000,     10, 
17:00:00 16/11/2017,        0.00,     83,      0.0000,     10, 
18:00:00 16/11/2017,        0.00,     83,      0.0000,     10, 
19:00:00 16/11/2017,        0.00,     83,      0.0000,     10, 
20:00:00 16/11/2017,        0.00,     83,      0.0000,     10, 
21:00:00 16/11/2017,        0.00,     83,      0.0000,     10, 
22:00:00 16/11/2017,        0.00,     83,      0.0000,     10, 
23:00:00 16/11/2017,        0.00,     83,      0.0000,     10, 
00:00:00 17/11/2017,        0.00,     83,      0.0010,     10, 
01:00:00 17/11/2017,        0.00,     83,      0.0010,     10, 
02:00:00 17/11/2017,        0.00,     83,      0.0010,     10, 
03:00:00 17/11/2017,        0.00,     83,      0.0011,     10, 
04:00:00 17/11/2017,        0.00,     83,      0.0011,     10, 
05:00:00 17/11/2017,        0.00,     83,      0.0011,     10, 
06:00:00 17/11/2017,        0.00,     83,      0.0011,     10, 
07:00:00 17/11/2017,        0.00,     83,      0.0011,     10, 
08:00:00 17/11/2017,        0.00,     83,      0.0010,     10, 
09:00:00 17/11/2017,        0.00,     83,      0.0010,     10, 
10:00:00 17/11/2017,        0.00,     83,      0.0000,     10, 
11:00:00 17/11/2017,        0.00,     83,      0.0000,     10, 
12:00:00 17/11/2017,        0.00,     83,      0.0000,     10, 
13:00:00 17/11/2017,        0.00,     83,      0.0000,     10, 
14:00:00 17/11/2017,        0.00,     83,      0.0000,     10, 
15:00:00 17/11/2017,        0.00,     83,      0.0000,     10, 
16:00:00 17/11/2017,        0.00,     83,      0.0000,     10, 
17:00:00 17/11/2017,        0.00,     83,      0.0000,     10, 
18:00:00 17/11/2017,        0.00,     83,      0.0000,     10, 
19:00:00 17/11/2017,        0.00,     83,      0.0000,     10, 
20:00:00 17/11/2017,        0.00,     83,      0.0000,     10, 
21:00:00 17/11/2017,        0.00,     83,      0.0000,     10, 
22:00:00 17/11/2017,        0.00,     83,      0.0000,     10, 
23:00:00 17/11/2017,        0.00,     83,      0.0000,     10, 
00:00:00 18/11/2017,        0.00,     83,      0.0000,     10, 
01:00:00 18/11/2017,        0.00,     83,      0.0000,     10, 
02:00:00 18/11/2017,        0.00,     83,      0.0000,     10, 
03:00:00 18/11/2017,        0.00,     83,      0.0000,     10, 
04:00:00 18/11/2017,        0.00,     83,      0.0000,     10, 
04:46:00 18/11/2017,        1.00,     83,"","", 
05:00:00 18/11/2017,        0.00,     83,      0.0000,     10, 
06:00:00 18/11/2017,        0.00,     83,      0.0012,     10, 
07:00:00 18/11/2017,        0.00,     83,      0.0012,     10, 
07:32:00 18/11/2017,        1.00,     83,"","", 
07:37:00 18/11/2017,        1.00,     83,"","", 
07:39:00 18/11/2017,        1.00,     83,"","", 
07:50:00 18/11/2017,        0.00,     83,"","", 
08:00:00 18/11/2017,        0.00,     83,      0.0064,     10, 
08:20:00 18/11/2017,        0.00,     83,"","", 
09:00:00 18/11/2017,        0.00,     83,      0.0350,     10, 
10:00:00 18/11/2017,        0.00,     83,      0.0117,     10, 
10:14:00 18/11/2017,        1.00,     83,"","", 
10:17:00 18/11/2017,        1.00,     83,"","", 
10:19:00 18/11/2017,        1.00,     83,"","", 
10:21:00 18/11/2017,        1.00,     83,"","", 
10:40:00 18/11/2017,        0.00,     83,"","", 
11:00:00 18/11/2017,        0.00,     83,      0.2035,     10, 
12:00:00 18/11/2017,        0.00,     83,      0.1314,     10, 
13:00:00 18/11/2017,        0.00,     83,      0.0799,     10, 
13:09:00 18/11/2017,        1.00,     83,"","", 
13:11:00 18/11/2017,        1.00,     83,"","", 
13:14:00 18/11/2017,        1.00,     83,"","", 
13:16:00 18/11/2017,        1.00,     83,"","", 
13:18:00 18/11/2017,        1.00,     83,"","", 
13:20:00 18/11/2017,        1.00,     83,"","", 
13:22:00 18/11/2017,        1.00,     83,"","", 
13:24:00 18/11/2017,        1.00,     83,"","", 
13:28:00 18/11/2017,        1.00,     83,"","", 
13:30:00 18/11/2017,        0.00,     83,"","", 
13:32:00 18/11/2017,        1.00,     83,"","", 
13:33:00 18/11/2017,        1.00,     83,"","", 
13:35:00 18/11/2017,        1.00,     83,"","", 
13:36:00 18/11/2017,        1.00,     83,"","", 
13:38:00 18/11/2017,        1.00,     83,"","", 
13:40:00 18/11/2017,        1.00,     83,"","", 
13:42:00 18/11/2017,        1.00,     83,"","", 
13:44:00 18/11/2017,        1.00,     83,"","", 
13:45:00 18/11/2017,        1.00,     83,"","", 
13:47:00 18/11/2017,        1.00,     83,"","", 
13:49:00 18/11/2017,        1.00,     83,"","", 
13:50:00 18/11/2017,        0.00,     83,"","", 
13:52:00 18/11/2017,        1.00,     83,"","", 
13:55:00 18/11/2017,        1.00,     83,"","", 
13:59:00 18/11/2017,        1.00,     83,"","", 
14:00:00 18/11/2017,        0.00,     83,      2.2250,     30, 
14:16:00 18/11/2017,        1.00,     83,"","", 
14:25:00 18/11/2017,        1.00,     83,"","", 
14:35:00 18/11/2017,        1.00,     83,"","", 
14:59:00 18/11/2017,        1.00,     83,"","", 
15:00:00 18/11/2017,        0.00,     83,      1.9071,     30, 
16:00:00 18/11/2017,        0.00,     83,      0.6107,     30, 
16:19:00 18/11/2017,        1.00,     83,"","", 
17:00:00 18/11/2017,        0.00,     83,      0.3550,     30, 
18:00:00 18/11/2017,        0.00,     83,      0.2402,     30, 
19:00:00 18/11/2017,        0.00,     83,      0.1653,     10, 
20:00:00 18/11/2017,        0.00,     83,      0.1221,     10, 
21:00:00 18/11/2017,        0.00,     83,      0.0951,     10, 
22:00:00 18/11/2017,        0.00,     83,      0.0764,     10, 
23:00:00 18/11/2017,        0.00,     83,      0.0641,     10, 
00:00:00 19/11/2017,        0.00,     83,      0.0539,     10, 
01:00:00 19/11/2017,        0.00,     83,      0.0474,     10, 
02:00:00 19/11/2017,        0.00,     83,      0.0422,     10, 
03:00:00 19/11/2017,        0.00,     83,      0.0373,     10, 
04:00:00 19/11/2017,        0.00,     83,      0.0335,     10, 
04:08:00 19/11/2017,        1.00,     83,"","", 
05:00:00 19/11/2017,        0.00,     83,      0.0299,     10, 
06:00:00 19/11/2017,        0.00,     83,      0.0279,     10, 
07:00:00 19/11/2017,        0.00,     83,      0.0253,     10, 
08:00:00 19/11/2017,        0.00,     83,      0.0234,     10, 
09:00:00 19/11/2017,        0.00,     83,      0.0216,     10, 
10:00:00 19/11/2017,        0.00,     83,      0.0199,     10, 
10:30:00 19/11/2017,        1.00,     83,"","", 
10:37:00 19/11/2017,        1.00,     83,"","", 
11:00:00 19/11/2017,        0.00,     83,      0.0397,     10, 
12:00:00 19/11/2017,        0.00,     83,      0.0589,     10, 
12:31:00 19/11/2017,        1.00,     83,"","", 
12:50:00 19/11/2017,        1.00,     83,"","", 
13:00:00 19/11/2017,        0.00,     83,      0.0422,     10, 
13:23:00 19/11/2017,        1.00,     83,"","", 
13:26:00 19/11/2017,        1.00,     83,"","", 
13:35:00 19/11/2017,        1.00,     83,"","", 
13:50:00 19/11/2017,        0.00,     83,"","", 
14:00:00 19/11/2017,        0.00,     83,      0.1800,     10, 
15:00:00 19/11/2017,        0.00,     83,      0.1362,     10, 
16:00:00 19/11/2017,        0.00,     83,      0.1236,     10, 
17:00:00 19/11/2017,        0.00,     83,      0.1103,     10, 
18:00:00 19/11/2017,        0.00,     83,      0.0861,     10, 
19:00:00 19/11/2017,        0.00,     83,      0.0662,     10, 
20:00:00 19/11/2017,        0.00,     83,      0.0539,     10, 
21:00:00 19/11/2017,        0.00,     83,      0.0465,     10, 
22:00:00 19/11/2017,        0.00,     83,      0.0405,     10, 
23:00:00 19/11/2017,        0.00,     83,      0.0357,     10, 
00:00:00 20/11/2017,        0.00,     83,      0.0320,     10, 
01:00:00 20/11/2017,        0.00,     83,      0.0292,     10, 
02:00:00 20/11/2017,        0.00,     83,      0.0265,     10, 
03:00:00 20/11/2017,        0.00,     83,      0.0253,     10, 
04:00:00 20/11/2017,        0.00,     83,      0.0240,     10, 
05:00:00 20/11/2017,        0.00,     83,      0.0234,     10, 
06:00:00 20/11/2017,        0.00,     83,      0.0228,     10, 
07:00:00 20/11/2017,        0.00,     83,      0.0222,     10, 
08:00:00 20/11/2017,        0.00,     83,      0.0216,     10, 
09:00:00 20/11/2017,        0.00,     83,      0.0205,     10, 
10:00:00 20/11/2017,        0.00,     83,      0.0199,     10, 
